Name,Nodes,Features,Configs,EffectiveConfigs,Mode,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
/mnt/f/code/busybox-1.18.5/archival/dpkg.cfg,806,4,16,16,/deep,0.12217782399907481,0.1198276669546474,0.1272847950675766,4.867879697643418e-3,1.810832987332495e-3,7.740998049146345e-3
/mnt/f/code/busybox-1.18.5/archival/dpkg_deb.cfg,152,4,16,16,/brute-force,1.1106196578153591e-2,1.1072236221743881e-2,1.1149126600380112e-2,1.0236437086850722e-4,7.744509944866412e-5,1.3694702002067455e-4
/mnt/f/code/busybox-1.18.5/archival/dpkg_deb.cfg,152,4,16,16,/shallow,1.090402305721236e-2,1.0868581011744413e-2,1.0982213788860438e-2,1.3064247756555355e-4,7.038604919722106e-5,2.458892374126469e-4
/mnt/f/code/busybox-1.18.5/archival/dpkg_deb.cfg,152,4,16,16,/deep,2.0234445854002843,1.997804110418656,2.0559847124677617,3.298094022752049e-2,1.2543043150760998e-2,4.5240373239158756e-2
/mnt/f/code/busybox-1.18.5/archival/gzip.cfg,775,2,4,4,/brute-force,1.1565281425047712e-3,1.1526083762731438e-3,1.161829273808946e-3,1.5711013197269486e-5,1.1801437212524232e-5,2.2522633034500425e-5
/mnt/f/code/busybox-1.18.5/archival/gzip.cfg,775,2,4,4,/shallow,1.1402273985233783e-3,1.136005364198515e-3,1.146321678147814e-3,1.6545892636562504e-5,1.3161366246206126e-5,2.1272429864595405e-5
/mnt/f/code/busybox-1.18.5/archival/gzip.cfg,775,2,4,4,/deep,3.1110126509500586e-2,3.0795454116610776e-2,3.140745907552595e-2,6.60542389308766e-4,5.259261982100727e-4,8.588330077327677e-4
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_align.cfg,93,0,0,1,/brute-force,1.0327715500208468e-8,1.0266868599493654e-8,1.0402712678204818e-8,2.2896756585732886e-10,1.6974665244404825e-10,3.009463281634459e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_align.cfg,93,0,0,1,/shallow,4.768039033267912e-6,4.7444610838892936e-6,4.796349046403684e-6,8.676435753528878e-8,6.567947435085124e-8,1.1148071194152452e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_align.cfg,93,0,0,1,/deep,1.1218925021192913e-4,1.098825152426783e-4,1.1596264319131104e-4,9.450594747988955e-6,7.044792852268549e-6,1.3537620635019413e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_all.cfg,193,5,32,16,/brute-force,1.3144445378531247e-2,1.306478865444627e-2,1.3254910136664766e-2,2.377528729315793e-4,1.598972580552466e-4,3.30811837954932e-4
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_all.cfg,193,5,32,16,/shallow,6.462923840167876e-3,6.434847509843676e-3,6.49911414686799e-3,9.234170942929758e-5,6.993543841671408e-5,1.258909619777651e-4
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_all.cfg,193,5,32,16,/deep,0.25624595197383315,0.25456975994165987,0.2591262199915946,2.8157196624088803e-3,1.3693129814309477e-3,4.285600492337214e-3
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_to_command.cfg,152,2,4,4,/brute-force,9.975734145419074e-5,9.921428790262766e-5,1.0052279669069223e-4,2.1242201719653757e-6,1.5620243484770715e-6,2.9591514247570454e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_to_command.cfg,152,2,4,4,/shallow,9.550455796419703e-5,9.370209641191794e-5,9.819714922144322e-5,7.769331203364969e-6,6.3136728233210725e-6,9.559165977896282e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_to_command.cfg,152,2,4,4,/deep,9.62057074897329e-3,9.586220678090692e-3,9.688538226429611e-3,1.2964465041638226e-4,7.904216477228713e-5,2.0400036305512456e-4
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_to_stdout.cfg,92,0,0,1,/brute-force,1.0397529037796347e-8,1.032618358397185e-8,1.047566218215085e-8,2.4691563270310675e-10,1.9777992464143e-10,3.0362710835372825e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_to_stdout.cfg,92,0,0,1,/shallow,4.603464349070578e-6,4.573280819761566e-6,4.696348594378126e-6,1.6583692940575656e-7,7.621021124972482e-8,3.1449868178403445e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_to_stdout.cfg,92,0,0,1,/deep,1.1940720385988838e-4,1.1884991432686928e-4,1.2001756549863853e-4,2.060338212479224e-6,1.658507236963045e-6,2.672436431626096e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_skip.cfg,91,0,0,1,/brute-force,1.0495298635798373e-8,1.0436453716861958e-8,1.0605475645288677e-8,2.63779770847941e-10,1.813304979340267e-10,4.313750696603277e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_skip.cfg,91,0,0,1,/shallow,4.845578252197553e-6,4.753473165163625e-6,4.9867442478602095e-6,3.8692588697039037e-7,2.879231034202584e-7,5.407942295802308e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_skip.cfg,91,0,0,1,/deep,9.548778359596846e-5,9.470160758618786e-5,9.747294605267181e-5,3.948428095066102e-6,1.7743759688075337e-6,7.174359996463089e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_bunzip2.cfg,268,1,2,2,/brute-force,1.1321215875655379e-4,1.1273842351823825e-4,1.1372314663167457e-4,1.5911142181327805e-6,1.3000930276636017e-6,2.0149029698235854e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_bunzip2.cfg,268,1,2,2,/shallow,1.0825570853987079e-4,1.0772655875483639e-4,1.090272081421366e-4,2.06374045631963e-6,1.6277933436374e-6,2.632980101342114e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_bunzip2.cfg,268,1,2,2,/deep,6.147148754621411e-3,6.10278412524886e-3,6.208608651508631e-3,1.552314883335289e-4,1.1222167076513511e-4,2.0864401134579186e-4
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_uncompress.cfg,120,1,2,2,/brute-force,1.7760227335567054e-5,1.739461010356053e-5,1.8248489984403578e-5,1.4303738324576922e-6,1.1187198753682778e-6,1.953430923559485e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_uncompress.cfg,120,1,2,2,/shallow,1.469985265531645e-5,1.4627521021587742e-5,1.4778058950606749e-5,2.654047202180008e-7,2.2071993939339095e-7,3.27946651277948e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_uncompress.cfg,120,1,2,2,/deep,1.0835002375854791e-3,1.0781835167905922e-3,1.0906739012034078e-3,2.03172108619101e-5,1.3439895558722144e-5,3.3129640225979634e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_unlzma.cfg,169,2,4,4,/brute-force,5.487596032952547e-5,5.350236532380941e-5,5.849808164571843e-5,7.29265274083721e-6,4.514100093490005e-6,1.2921431118770278e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_unlzma.cfg,169,2,4,4,/shallow,4.400372330606342e-5,4.3882948303048166e-5,4.4175748291820004e-5,4.954375512526442e-7,3.6102242366080867e-7,7.968550089316403e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_unlzma.cfg,169,2,4,4,/deep,5.73036992412067e-4,5.666634717923285e-4,5.840161443820458e-4,2.9889413337585968e-5,1.8664104030173107e-5,4.437492949100966e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_unxz.cfg,704,1,2,2,/brute-force,4.4056597032900017e-4,4.384934918870212e-4,4.432651229673653e-4,8.175844506270879e-6,6.083834216038198e-6,1.062290823114951e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_unxz.cfg,704,1,2,2,/shallow,4.2627025966076584e-4,4.2416064871164346e-4,4.2954992375277863e-4,8.49886060619534e-6,6.287549022544016e-6,1.3087501388526341e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_unxz.cfg,704,1,2,2,/deep,1.9602569596549903e-2,1.9405067042700477e-2,2.007470425155864e-2,6.493397008727757e-4,3.145970679448766e-4,1.1691789374598345e-3
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_unzip.cfg,630,0,0,2,/brute-force,1.0491948133845298e-8,1.0434728903449222e-8,1.0587316487649751e-8,2.5344641308681106e-10,1.808390463742169e-10,4.1427895525612416e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_unzip.cfg,630,0,0,2,/shallow,1.5229712584751143e-3,1.5078051908600687e-3,1.545571121605002e-3,5.888098609821442e-5,4.4892065582469546e-5,7.70798717968561e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/decompress_unzip.cfg,630,0,0,2,/deep,0.14472124052319524,0.14040941668541304,0.1512163383420557,7.536820386436028e-3,4.806333103483875e-3,9.672629498425749e-3
/mnt/f/code/busybox-1.18.5/archival/libarchive/filter_accept_all.cfg,93,0,0,1,/brute-force,1.0502946638990292e-8,1.0453441756987248e-8,1.0553658298844286e-8,1.6902242322377977e-10,1.3759362218995303e-10,2.310656057892648e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/filter_accept_all.cfg,93,0,0,1,/shallow,4.746268638462672e-6,4.724856127445236e-6,4.770497354717374e-6,7.322917442338903e-8,5.029288530525238e-8,1.0258274788939065e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/filter_accept_all.cfg,93,0,0,1,/deep,1.0162062177937758e-4,1.0112796071955528e-4,1.0218093653839358e-4,1.6608486129458372e-6,1.3585635371450482e-6,2.055361221564884e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/filter_accept_list.cfg,91,0,0,1,/brute-force,1.0564756603723028e-8,1.0490805437830669e-8,1.0699235315572528e-8,3.26987142689381e-10,1.9996161758334012e-10,6.114838405664254e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/filter_accept_list.cfg,91,0,0,1,/shallow,4.5210423996044365e-6,4.5023200386466784e-6,4.546144860862326e-6,7.375125922158244e-8,5.636298566253185e-8,1.1036061497781328e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/filter_accept_list.cfg,91,0,0,1,/deep,9.142927971644763e-5,8.997683500982083e-5,9.412392239714592e-5,6.49815979644574e-6,4.747286427350892e-6,9.363391037738841e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/filter_accept_list_reassign.cfg,91,0,0,1,/brute-force,1.0462425246387855e-8,1.0395033373153192e-8,1.0579332734062467e-8,2.943581108274489e-10,2.0184021532857152e-10,4.802071326675821e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/filter_accept_list_reassign.cfg,91,0,0,1,/shallow,4.452008731255883e-6,4.43731615228743e-6,4.471613670652198e-6,5.920133016426688e-8,4.451762094480255e-8,8.366562472266015e-8
/mnt/f/code/busybox-1.18.5/archival/libarchive/filter_accept_list_reassign.cfg,91,0,0,1,/deep,9.099978454811235e-5,9.058833445857052e-5,9.149537839907637e-5,1.5030136747392329e-6,1.15140876720404e-6,1.9881173407412e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/filter_accept_reject_list.cfg,102,0,0,1,/brute-force,1.0433724433579818e-8,1.0333736510493915e-8,1.0605615701505643e-8,4.2239790869263195e-10,2.933716135073583e-10,6.408006993882631e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/filter_accept_reject_list.cfg,102,0,0,1,/shallow,5.900310601237074e-6,5.754022382050829e-6,6.106251216426625e-6,5.577152713613523e-7,4.250267328325677e-7,6.98743860599534e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/filter_accept_reject_list.cfg,102,0,0,1,/deep,1.825648446529728e-4,1.8132336169907485e-4,1.8427066519384068e-4,4.804926537676612e-6,3.6785393588182417e-6,6.094773327501639e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/find_list_entry.cfg,112,0,0,1,/brute-force,1.0253001451702917e-8,1.0196040499184971e-8,1.0302821750024407e-8,1.870316797355829e-10,1.5413187649583614e-10,2.2781812120812954e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/find_list_entry.cfg,112,0,0,1,/shallow,6.8663584035919405e-6,6.8233512198608e-6,6.95506333423844e-6,1.8909205706390954e-7,1.1214190227804803e-7,3.10276679705506e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/find_list_entry.cfg,112,0,0,1,/deep,2.978056682496613e-4,2.9217699924906983e-4,3.051521110445813e-4,2.1300806993703252e-5,1.6131531949829148e-5,2.731744588587965e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_ar.cfg,102,1,2,2,/brute-force,1.4465282482926417e-5,1.4224734749329673e-5,1.4988874756150144e-5,1.1090117587197808e-6,5.509942187763565e-7,1.746315803906541e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_ar.cfg,102,1,2,2,/shallow,1.165597782047064e-5,1.1488967453371803e-5,1.2011150894757082e-5,7.508513930009755e-7,4.4206009026030523e-7,1.422536496920568e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_ar.cfg,102,1,2,2,/deep,1.7764796953690607e-4,1.7659836703457128e-4,1.7913856940905595e-4,4.203513773041563e-6,2.5440405362571272e-6,6.248196584178283e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_cpio.cfg,141,0,0,1,/brute-force,1.0368275572865054e-8,1.0303326690449156e-8,1.0432689610662161e-8,2.186048354585316e-10,1.7890707564522164e-10,2.844371284443036e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_cpio.cfg,141,0,0,1,/shallow,1.4218343124895366e-5,1.3922517339483608e-5,1.4806504914852816e-5,1.3234773181981346e-6,8.136126709101795e-7,2.3377480294456466e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_cpio.cfg,141,0,0,1,/deep,1.283886854030735e-3,1.2780326783048371e-3,1.2905933414490943e-3,2.0881931040043963e-5,1.6836360050826724e-5,2.616119855839902e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_tar_bz2.cfg,97,1,2,2,/brute-force,1.2898858012942233e-5,1.2704009872490479e-5,1.3198771512883905e-5,7.644079854271152e-7,5.210360934824141e-7,1.0877092891555236e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_tar_bz2.cfg,97,1,2,2,/shallow,1.0134460941026282e-5,1.0082147788298265e-5,1.0201261697600257e-5,2.0383116571142476e-7,1.7361006671956474e-7,2.4700230334076603e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_tar_bz2.cfg,97,1,2,2,/deep,1.4745352249052909e-4,1.46635644094982e-4,1.4832269836373286e-4,2.9146501921004564e-6,2.37581350797288e-6,3.661148754724038e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_tar_gz.cfg,103,1,2,2,/brute-force,1.3560071386038935e-5,1.3516285341415901e-5,1.360528338504604e-5,1.5637259359652518e-7,1.26760059093932e-7,2.1193756063564946e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_tar_gz.cfg,103,1,2,2,/shallow,1.1141405957714809e-5,1.1094912869967895e-5,1.1194975621773961e-5,1.611533990406867e-7,1.292266308221552e-7,2.2306597601173298e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_tar_gz.cfg,103,1,2,2,/deep,3.9458557287325256e-4,3.9270640888094754e-4,3.9700962152017374e-4,7.219622675112239e-6,5.212526238777116e-6,1.0603493025448934e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_tar_lzma.cfg,97,1,2,2,/brute-force,1.2960708663600374e-5,1.2642716454793044e-5,1.351623218236814e-5,1.4038080715420343e-6,7.854828098634759e-7,2.387193186965858e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_tar_lzma.cfg,97,1,2,2,/shallow,1.0036480911184958e-5,9.981526366925801e-6,1.0121002437867011e-5,2.282924550298662e-7,1.5688211499523479e-7,3.835765900188989e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/get_header_tar_lzma.cfg,97,1,2,2,/deep,1.440109581492689e-4,1.4333215565311038e-4,1.447722790487244e-4,2.3203746691179017e-6,1.798835448285598e-6,3.1071021137774198e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/header_list.cfg,92,0,0,1,/brute-force,1.0380791851568036e-8,1.0321425270457632e-8,1.0446943962916042e-8,2.1651300798894105e-10,1.769989755898261e-10,2.77837564046768e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/header_list.cfg,92,0,0,1,/shallow,4.635274737218569e-6,4.6110516143355926e-6,4.673131437881351e-6,1.034985033333605e-7,7.350873662257161e-8,1.6698184593519997e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/header_list.cfg,92,0,0,1,/deep,1.2206175357386521e-4,1.2042368882894025e-4,1.250758530616293e-4,7.214974738541986e-6,4.468522122386613e-6,1.267955640898693e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/header_skip.cfg,90,0,0,1,/brute-force,1.0917021966215765e-8,1.0667966696055337e-8,1.1417551243901732e-8,1.1230132362687512e-9,6.589275170379485e-10,1.7763258733918206e-9
/mnt/f/code/busybox-1.18.5/archival/libarchive/header_skip.cfg,90,0,0,1,/shallow,4.473389836255957e-6,4.447252325037715e-6,4.511548054356531e-6,1.0346622980072267e-7,7.229056886985935e-8,1.7200445992066397e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/header_skip.cfg,90,0,0,1,/deep,1.0055755634480773e-4,1.0003406997538395e-4,1.0121036128124621e-4,2.157544174491851e-6,1.6482646503762887e-6,2.9667668584480164e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/header_verbose_list.cfg,115,1,2,4,/brute-force,1.9916782279083183e-5,1.980648956893622e-5,2.011057632587256e-5,4.788787806456642e-7,3.1648317825587915e-7,7.578671148016032e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/header_verbose_list.cfg,115,1,2,4,/shallow,2.9981806472775042e-5,2.9837591884557807e-5,3.0179060882515362e-5,5.463997118327553e-7,4.4775472187158377e-7,7.293542179161909e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/header_verbose_list.cfg,115,1,2,4,/deep,1.5211419672423803e-3,1.5059213612707255e-3,1.548560342572387e-3,6.925301712610354e-5,4.869399614478289e-5,1.0214783107772711e-4
/mnt/f/code/busybox-1.18.5/archival/libarchive/init_handle.cfg,99,0,0,1,/brute-force,1.0341463414516608e-8,1.0285539022648494e-8,1.0430861414383943e-8,2.364031007068919e-10,1.6314404840266687e-10,3.380004271040124e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/init_handle.cfg,99,0,0,1,/shallow,5.245247872443168e-6,5.2272992055436235e-6,5.27092692877813e-6,7.106968840675881e-8,5.215423074724928e-8,1.0088995448118478e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/init_handle.cfg,99,0,0,1,/deep,1.5287961262529245e-4,1.5227198067700314e-4,1.5388555585727845e-4,2.504602759836207e-6,1.7932058386982392e-6,3.5626284236148403e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/lzo1x_1.cfg,228,0,0,1,/brute-force,1.031302974891314e-8,1.0254034923902519e-8,1.0371918681312854e-8,1.9339610014135612e-10,1.5168898783947852e-10,2.6868894482420006e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/lzo1x_1.cfg,228,0,0,1,/shallow,1.7167637917804384e-4,1.7006595524586454e-4,1.7459187064309523e-4,7.463517568370595e-6,5.250141091183982e-6,1.124947689829725e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/lzo1x_1.cfg,228,0,0,1,/deep,3.1201590396577373e-2,3.1001605684351258e-2,3.141563759102709e-2,4.7185210128863913e-4,3.511415097971983e-4,6.789452183069425e-4
/mnt/f/code/busybox-1.18.5/archival/libarchive/lzo1x_1o.cfg,228,0,0,1,/brute-force,1.0658896421713564e-8,1.0515593152557293e-8,1.0941556909135167e-8,6.184192246479881e-10,3.815658302245532e-10,9.704455362257307e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/lzo1x_1o.cfg,228,0,0,1,/shallow,1.7044866274799135e-4,1.6975219691860646e-4,1.715984063969104e-4,2.8275743264535752e-6,1.8273610908975171e-6,4.266374006805371e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/lzo1x_1o.cfg,228,0,0,1,/deep,3.1245405903501954e-2,3.1023743247448526e-2,3.147094950232526e-2,4.895999900456359e-4,3.705448840575729e-4,6.520887645944208e-4
/mnt/f/code/busybox-1.18.5/archival/libarchive/lzo1x_9x.cfg,506,0,0,1,/brute-force,1.0486628685017147e-8,1.0388885303142884e-8,1.0622887742469594e-8,4.0140981105867175e-10,3.0294660406747824e-10,5.5805751944613e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/lzo1x_9x.cfg,506,0,0,1,/shallow,2.5940285806247197e-3,2.580666987447395e-3,2.6211649655292083e-3,5.764557668676103e-5,4.0324729608144546e-5,9.554554250964492e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/lzo1x_9x.cfg,506,0,0,1,/deep,0.5377991291849563,0.5253170874784701,0.5481236250489019,1.2776615140329286e-2,9.271804853764692e-3,1.4939977482715087e-2
/mnt/f/code/busybox-1.18.5/archival/libarchive/lzo1x_d.cfg,246,0,0,1,/brute-force,1.0493956581841049e-8,1.0439909352920794e-8,1.0577842042140804e-8,2.21184898940728e-10,1.6520076213936023e-10,2.96040611862487e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/lzo1x_d.cfg,246,0,0,1,/shallow,1.4004580781233097e-3,1.3938661033555421e-3,1.4089273007258424e-3,2.576622134579817e-5,2.039758835667685e-5,3.161995483559904e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/lzo1x_d.cfg,246,0,0,1,/deep,0.28390639236274484,0.2814579713422184,0.28882698408327995,4.117504656446788e-3,1.1540398276013658e-3,5.622689786140055e-3
/mnt/f/code/busybox-1.18.5/archival/libarchive/open_transformer.cfg,145,3,8,6,/brute-force,1.4821325920982376e-4,1.4756664160914032e-4,1.4881741987072885e-4,2.001466712386421e-6,1.7170554978724277e-6,2.4372202782476875e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/open_transformer.cfg,145,3,8,6,/shallow,9.265131427155852e-5,9.222941296153584e-5,9.318915788046175e-5,1.5493188406039843e-6,1.1349059185590477e-6,2.099949191032034e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/open_transformer.cfg,145,3,8,6,/deep,6.18599558077596e-3,6.0861307843840876e-3,6.419896094999265e-3,4.2059586307287956e-4,2.5662936750041863e-4,7.525990961129161e-4
/mnt/f/code/busybox-1.18.5/archival/libarchive/seek_by_jump.cfg,91,0,0,1,/brute-force,1.030838870744157e-8,1.025409346685764e-8,1.0371720020086942e-8,2.0190522990685843e-10,1.6990999117191764e-10,2.403740407266478e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/seek_by_jump.cfg,91,0,0,1,/shallow,4.448003914680783e-6,4.410260386194129e-6,4.521167033340525e-6,1.7493101118342666e-7,9.278214794339731e-8,3.3170247873067537e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/seek_by_jump.cfg,91,0,0,1,/deep,8.350851551807364e-5,8.295661662632901e-5,8.443608446294562e-5,2.391547623956923e-6,1.5688793586943004e-6,4.0373163298065555e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/seek_by_read.cfg,93,0,0,1,/brute-force,1.0345126208359447e-8,1.0268452742222318e-8,1.0424592523619648e-8,2.756630114435429e-10,2.3144943792263022e-10,3.270436068101261e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/seek_by_read.cfg,93,0,0,1,/shallow,4.877975655614385e-6,4.794892629544178e-6,5.045821445541647e-6,3.7453724049494746e-7,2.0505979955378492e-7,6.349825079592049e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/seek_by_read.cfg,93,0,0,1,/deep,1.0543023070998905e-4,1.046746170897085e-4,1.0634370358204817e-4,2.8172407848709e-6,2.2609835571131797e-6,3.5799947371611403e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/unpack_ar_archive.cfg,94,0,0,1,/brute-force,1.026280961817412e-8,1.0202656698058738e-8,1.0337526482452789e-8,2.1269658589906272e-10,1.7922881519390975e-10,2.5582343449324476e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/unpack_ar_archive.cfg,94,0,0,1,/shallow,4.758367641325516e-6,4.72277489293233e-6,4.829446679864741e-6,1.6394079979031404e-7,7.904810240323539e-8,3.110670081790418e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/unpack_ar_archive.cfg,94,0,0,1,/deep,1.0237289505680674e-4,1.0194255647636154e-4,1.0290309912141641e-4,1.5771285098494058e-6,1.2734509479582291e-6,2.099733889324864e-6
/mnt/f/code/busybox-1.18.5/archival/lzop.cfg,632,1,2,2,/brute-force,0.13498448928751583,0.13439968748716638,0.13557594554800917,9.254592520359494e-4,7.239811606264819e-4,1.162177037680479e-3
/mnt/f/code/busybox-1.18.5/archival/lzop.cfg,632,1,2,2,/shallow,0.13479954200970712,0.13369644123619462,0.13593932408998843,1.766794519762728e-3,1.3636117104431397e-3,2.168511069867323e-3
